Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;293557;0.46500009298325;0;2.1638460159302;0.060790269096906;1746121134;0.36474161458143;1.0942248437443;129711;0.85106376735668;1.0942248437443;96.291786506244;1645.0001206705;0;0;1746121132;0.24316107638762;0;
fixot-brendan-MS-7C02;_ALL;_ALL;0;293557;0.46500009298325;0;2.1638460159302;0.060790269096906;1746121134;0.36474161458143;1.0942248437443;129711;0.85106376735668;1.0942248437443;96.291786506244;1645.0001206705;0;0;1746121132;0.24316107638762;0;
fixot-brendan-MS-7C02;83038;_ALL;0;293557;0.46500009298325;0;2.1638460159302;0.060790269096906;1746121134;0.36474161458143;1.0942248437443;129711;0.85106376735668;1.0942248437443;96.291786506244;1645.0001206705;0;0;1746121132;0.24316107638762;0;
fixot-brendan-MS-7C02;83038;83099;0.041037999093533;638726;0.030000001192093;0;0.1246450021863;0;1746121132;0;0;514081;0;0;99.999993296085;6.0000004022349;0.025977000594139;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83328;0.073826998472214;364065;0.025000000372529;0;0.15409299731255;0;1746121133;0;0;209972;0;0;99.999995977651;5.0000002011174;0.053938001394272;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83297;0.015018000267446;193199;0.025000000372529;0;0.086216002702713;0;1746121133;0;19.99999919553;106983;0;0;79.999996782121;5.0000002011174;0.015018000267446;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83173;0.0081879999488592;831769;0.014999999664724;0;0.094544000923634;0;1746121132;0;0;737225;0;0;100;3;0.0081879999488592;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83239;0.044756002724171;11062;0.030000001192093;0;0.091099999845028;0;1746121133;0;0;919962;0;0;99.999993296085;6.0000004022349;0.019895000383258;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83146;0.0099449995905161;732493;0.025000000372529;0;0.080989003181458;0;1746121132;0;0;651504;0;0;99.999995977651;5.0000002011174;0.011505999602377;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83534;0.0050010001286864;981901;0.019999999552965;0;0.10803800076246;0;1746121133;0;0;873863;0;0;100;4;0.023215999826789;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83437;0.030688000842929;640183;0.040000002831221;0;0.078768998384476;0;1746121133;0;0;561414;0;0;99.999997486032;8.0000008044698;0.030688000842929;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83344;0.051185999065638;357054;0.035000000149012;0;0.094241999089718;0;1746121133;0;0;262812;0;0;99.999991380682;7.0000006033523;0.029837999492884;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83313;0.022640999406576;290019;0.014999999664724;0;0.10925000160933;0;1746121133;0;0;180769;0;33.333333333333;66.666666666667;3;0.012667999602854;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83410;0.0099799996241927;579025;0.0099999997764826;0;0.11446200311184;0;1746121133;0;0;464563;0;0;100;2;0.0099799996241927;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83220;0.020409001037478;934966;0.025000000372529;0;0.10279899835587;0;1746121132;0;0;832167;0;0;99.999995977651;5.0000002011174;0.017231000587344;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83286;0;182972;0.0099999997764826;0;0.086898997426033;0;1746121133;0;0;96073;0;0;100;2;0.0053579998202622;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83255;0.033259999006987;24039;0.030000001192093;0;0.074210003018379;0;1746121133;0;0;949829;0;0;99.999993296085;6.0000004022349;0.019600000232458;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83065;0.026048999279737;521756;0.019999999552965;0;0.10960700362921;0;1746121132;0;0;412149;0;0;100;4;0.016003999859095;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83484;0.034805998206139;778321;0.030000001192093;0;0.081253997981548;0;1746121133;0;0;697067;0;0;99.999993296085;6.0000004022349;0.034805998206139;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83453;0.014924000017345;672091;0.025000000372529;0;0.070179000496864;0;1746121133;0;0;601912;0;0;99.999995977651;5.0000002011174;0.014924000017345;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83329;0.0049720001406968;364282;0.0099999997764826;0;0.15429100394249;0;1746121133;0;0;209991;0;0;100;2;0.0049720001406968;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83426;0.0050369999371469;642112;0.0099999997764826;0;0.11433900147676;0;1746121133;0;0;527773;0;0;100;2;0.0050369999371469;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83236;0.0101020000875;8141;0.014999999664724;0;0.088271997869015;0;1746121133;0;0;919869;0;0;100;3;0.0101020000875;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83205;0.011963999830186;892206;0.025000000372529;0;0.07124599814415;0;1746121132;0;0;820960;0;0;99.999995977651;5.0000002011174;0.011963999830186;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83271;0;117678;0.0099999997764826;0;0.088794000446796;0;1746121133;0;0;28884;0;0;100;2;0;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83178;0.009960999712348;820514;0.014999999664724;0;0.075280003249645;0;1746121132;0;0;745234;0;0;100;3;0.009960999712348;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83054;0.11183399707079;293565;0.16499999165535;0;1.8824639320374;0;1746121134;0;3.0303029379626;411101;0;3.0303029379626;93.93938559182;33.000001005587;0.33397200703621;0;1746121132;0;0;
fixot-brendan-MS-7C02;83038;83376;0.022565999999642;467100;0.019999999552965;0;0.1022249981761;0;1746121133;0;0;364875;0;0;100;4;0.012621999718249;0;1746121133;0;0;
fixot-brendan-MS-7C02;83038;83318;0.036044001579285;290622;0.030000001192093;0;0.1052929982543;0;1746121133;0;0;185329;0;0;99.999993296085;6.0000004022349;0.036044001579285;0;1746121133;0;0;
