loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
127;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1523;;Innermost;2.6353249549866;0.093686044216156;0.024999998509884;0.092500001192093;0.1799999922514;1.5576618909836;0.055565275251865;2.6353249549866;0.093686044216156;0.024999998509884;0.092500001192093;0.1799999922514;1.5576618909836;0.055565275251865;6;;
126;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1523;;Innermost;1.709400177002;0.060769330710173;0.024999998509884;0.059999998658895;0.10000001639128;0.69898664951324;0.02509980648756;1.709400177002;0.060769330710173;0.024999998509884;0.059999998658895;0.10000001639128;0.69898664951324;0.02509980648756;6;;
148;MainEnsemble;void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Val_less_iter);1834;;Single;0.78347498178482;0.027852607890964;0.014999999664724;0.027499997988343;0.03999999910593;0.25887435674667;0.0093541424721479;0.78347498178482;0.027852607890964;0.014999999664724;0.027499997988343;0.03999999910593;0.25887435674667;0.0093541424721479;6;;
146;MainEnsemble;__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter);1828;;Outermost;1.04463326931;0.037136808037758;0.019999999552965;0.036666665226221;0.059999991208315;0.4786331653595;0.017224011942744;0.61728328466415;0.021944478154182;0.0099999997764826;0.021666664630175;0.03999999538064;0.31421136856079;0.011254627257586;6;;
125;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1523;;Innermost;0.522316634655;0.018568404018879;0.0049999998882413;0.018333332613111;0.034999996423721;0.30523240566254;0.010801233351231;0.522316634655;0.018568404018879;0.0049999998882413;0.018333332613111;0.034999996423721;0.30523240566254;0.010801233351231;6;;
147;MainEnsemble;__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter);1828;;Innermost;0.42734998464584;0.015192330814898;0;0.014999999664724;0.024999998509884;0.25168198347092;0.00894427113235;0.42734998464584;0.015192330814898;0.010000000707805;0.01799999922514;0.024999998509884;0.1581998616457;0.0057008764706552;5;;
124;MainEnsemble;DecisionTreeSingle::predict(std::vector<double, std::allocator<double> > const&) const;1516;;Single;0.23741665482521;0.0084401844069362;0.049999997019768;0.049999997019768;0.049999997019768;0;0;0.23741665482521;0.0084401844069362;0.049999997019768;0.049999997019768;0.049999997019768;0;0;1;;
143;MainEnsemble;std::pair<double, int>* std::__relocate_a_1<std::pair<double, int>*, std::pair<double, int>*, std::allocator<std::pair<double, int> > >(std::pair<double, int>*, std::pair<double, int>*, std::pair<double, int>*, std::allocator<std::pair<double, int> >&);1824;;Single;0.21367499232292;0.007596165407449;0.0049999998882413;0.0089999996125698;0.014999999664724;0.11823496967554;0.0041832998394966;0.21367499232292;0.007596165407449;0.0049999998882413;0.0089999996125698;0.014999999664724;0.11823496967554;0.0041832998394966;5;;
137;MainEnsemble;void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter);1737;;Single;0.18993334472179;0.0067521478049457;0.0049999998882413;0.007999999448657;0.014999999664724;0.12621161341667;0.004472135566175;0.18993334472179;0.0067521478049457;0.0049999998882413;0.007999999448657;0.014999999664724;0.12621161341667;0.004472135566175;5;;
112;MainEnsemble;DecisionTreeSingle::splitNode(DecisionTreeSingle::Tree*, std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, int);1510;;Single;0.16619165241718;0.0059081283397973;0.034999996423721;0.034999996423721;0.034999996423721;0;0;0.16619165241718;0.0059081283397973;0.034999996423721;0.034999996423721;0.034999996423721;0;0;1;;
