Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;468829;2.3949954509735;1.6486111006687;6.3785548210144;0.047103173228062;1745708859;0.14130951968419;0.18841269291225;90274;0.42392855905256;1.507301543298;95.525236974138;2122.999219518;0;0.047103173228062;1745708853;0;0.47103173228062;
fixot-brendan-MS-7C02;_ALL;_ALL;0;468829;2.3949954509735;1.6486111006687;6.3785548210144;0.047103173228062;1745708859;0.14130951968419;0.18841269291225;90274;0.42392855905256;1.507301543298;95.525236974138;2122.999219518;0;0.047103173228062;1745708853;0;0.47103173228062;
fixot-brendan-MS-7C02;6283;_ALL;0;468829;2.3949954509735;1.6486111006687;6.3785548210144;0.047103173228062;1745708859;0.14130951968419;0.18841269291225;90274;0.42392855905256;1.507301543298;95.525236974138;2122.999219518;0;0.047103173228062;1745708853;0;0.47103173228062;
fixot-brendan-MS-7C02;6283;6691;0.050000999122858;471783;0.054999995976686;0;0.064234003424644;0;1745708856;0;0;407549;0;0;100;11.000000600063;0.050000999122858;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;7026;0.020005000755191;650795;0.024999998509884;0;0.04432899877429;0;1745708858;0;0;606466;0;59.999997599748;39.999998399832;5.000000200021;0.020005000755191;0;1745708858;0;0;
fixot-brendan-MS-7C02;6283;6739;0.044998001307249;879937;0.049999997019768;0;0.05842399969697;0;1745708856;0;0;821513;0;0;99.99999599958;10.000000400042;0.044998001307249;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6723;0.019997999072075;708527;0.029999999329448;0;0.032216001302004;0;1745708856;0;0;676311;0;0;99.999993332634;6.000000400042;0.019997999072075;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6369;0.0799909979105;763552;0.084999985992908;5.8823531488107;0.087677001953125;0;1745708853;0;0;675875;0;0;94.117651557566;16.999999399937;0.0799909979105;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6305;0.034995999187231;205826;0.03999999910593;0;0.042321998625994;0;1745708853;0;0;163504;0;0;99.999989998951;8.000000800084;0.034995999187231;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6851;0.020176999270916;553839;0.024999998509884;0;0.033257998526096;0;1745708857;0;0;520581;0;0;99.99999599958;5.000000200021;0.020176999270916;0;1745708857;0;0;
fixot-brendan-MS-7C02;6283;6692;0.050774998962879;486363;0.074999995529652;0;0.078783996403217;0;1745708856;0;0;407579;0;0;99.99999599958;15.000000600063;0.050774998962879;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6740;0.030077999457717;886251;0.054999999701977;0;0.06470700353384;0;1745708856;0;0;821544;0;0;99.999987271392;11.000001400147;0.030077999457717;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6724;0.064993001520634;750194;0.070000000298023;7.142856530548;0.073853000998497;0;1745708856;0;0;676341;0;0;92.857134897124;14.000001200126;0.064993001520634;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6338;0.080557003617287;431153;0.084999985992908;0;0.096646003425121;0;1745708853;0;5.8823531488107;334507;0;0;88.235297232161;16.999999399937;0.080557003617287;0;1745708853;0;5.8823531488107;
fixot-brendan-MS-7C02;6283;6386;0.025010999292135;881565;0.029999999329448;0;0.034517999738455;0;1745708853;0;0;847047;0;0;99.999993332634;6.000000400042;0.025010999292135;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6529;0.065058000385761;111262;0.084999985992908;5.8823531488107;0.094412997364998;0;1745708855;0;0;16849;0;0;94.117650380972;16.999999399937;0.065058000385761;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6306;0.075032003223896;257609;0.089999996125698;5.5555554320858;0.094072997570038;0;1745708853;0;0;163536;0;0;94.444444567914;18.000000400042;0.075032003223896;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6852;0.034995000809431;580264;0.054999999701977;0;0.059654001146555;0;1745708857;0;9.0909079337629;520610;0;0;81.818171403867;11.000001400147;0.034995000809431;0;1745708857;0;9.0909079337629;
fixot-brendan-MS-7C02;6283;6709;0.020402999594808;619828;0.060000002384186;0;0.076517000794411;0;1745708856;0;0;543311;0;0;99.999986665268;12.000001600168;0.020402999594808;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;7012;0.019997999072075;562240;0.024999998509884;0;0.029992999508977;0;1745708858;0;0;532247;0;0;99.99999599958;5.000000200021;0.019997999072075;0;1745708858;0;0;
fixot-brendan-MS-7C02;6283;6339;0.064998000860214;448672;0.10999996960163;0;0.11412700265646;0;1745708853;0;0;334545;0;0;100.00001636536;21.999996399622;0.064998000860214;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6387;0.080041997134686;934726;0.084999993443489;0;0.087644003331661;0;1745708853;0;0;847082;0;0;99.999995293624;17.000001000105;0.080041997134686;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6530;0.075001001358032;103689;0.07999999076128;0;0.08678200095892;0;1745708855;0;0;16907;0;0;100;16;0.075001001358032;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6869;0.045113999396563;685727;0.050000000745058;0;0.050282001495361;0;1745708857;0;0;635445;0;0;99.999987998741;10.000001200126;0.045113999396563;0;1745708857;0;0;
fixot-brendan-MS-7C02;6283;6578;0.055764000862837;580593;0.065000005066395;0;0.091779999434948;0;1745708855;0;0;488813;0;0;99.999986152394;13.000001800189;0.055764000862837;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6710;0.062849000096321;615382;0.065000005066395;15.384613254214;0.072044000029564;0;1745708856;0;0;543338;0;0;84.61537289818;13.000001800189;0.062849000096321;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6758;0.054993998259306;18893;0.060000002384186;0;0.060977000743151;0;1745708857;0;0;957916;0;0;99.999986665268;12.000001600168;0.054993998259306;0;1745708856;0;0;
fixot-brendan-MS-7C02;6283;6451;0.020034000277519;388683;0.029999997466803;16.666666666667;0.035273000597954;0;1745708854;0;0;353410;0;0;83.333333333333;6;0.020034000277519;0;1745708854;0;0;
fixot-brendan-MS-7C02;6283;6595;0.019997000694275;700066;0.024999998509884;0;0.031805001199245;0;1745708855;0;0;668261;0;0;99.99999599958;5.000000200021;0.019997000694275;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6356;0.054995000362396;601071;0.084999985992908;0;0.090832002460957;0;1745708853;0;0;510239;5.8823531488107;0;94.117653910754;16.999999399937;0.054995000362396;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6547;0.045001000165939;248216;0.070000000298023;0;0.077600002288818;0;1745708855;0;0;170616;0;0;99.999991427672;14.000001200126;0.045001000165939;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6870;0.024996999651194;669791;0.029999999329448;16.666665555439;0.034299999475479;0;1745708857;0;0;635491;0;0;83.333327777195;6.000000400042;0.024996999651194;0;1745708857;0;0;
fixot-brendan-MS-7C02;6283;6579;0.0799909979105;584074;0.084999993443489;5.8823525951194;0.095247000455856;0;1745708855;0;0;488827;0;0;94.11764152191;17.000001000105;0.0799909979105;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6404;0.019997999072075;48065;0.024999998509884;0;0.033332001417875;0;1745708854;0;0;14733;0;0;99.99999599958;5.000000200021;0.019997999072075;0;1745708854;0;0;
fixot-brendan-MS-7C02;6283;6452;0.045000001788139;435312;0.070000000298023;0;0.081871002912521;0;1745708854;0;0;353441;0;0;99.999991427672;14.000001200126;0.045000001788139;0;1745708854;0;0;
fixot-brendan-MS-7C02;6283;6596;0.044996000826359;723322;0.050000000745058;0;0.055006999522448;0;1745708855;0;0;668315;9.9999987998741;0;89.999993199287;10.000001200126;0.044996000826359;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6357;0.096032999455929;622349;0.099999986588955;0;0.11207699775696;0;1745708853;0;0;510272;0;0;100.00000400042;19.999999199916;0.096032999455929;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6887;0.019997999072075;786144;0.03999999910593;0;0.047614000737667;0;1745708857;0;0;738530;0;0;99.999989998951;8.000000800084;0.019997999072075;0;1745708857;0;0;
fixot-brendan-MS-7C02;6283;6580;0.030708000063896;612778;0.070000000298023;0;0.12392000108957;0;1745708855;0;0;488858;7.142856530548;0;92.857134897124;14.000001200126;0.030708000063896;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6469;0.024996999651194;547944;0.029999999329448;0;0.03112299926579;0;1745708854;0;0;516821;0;0;99.999993332634;6.000000400042;0.024996999651194;0;1745708854;0;0;
fixot-brendan-MS-7C02;6283;6405;0.080000996589661;104696;0.084999993443489;0;0.089937001466751;0;1745708854;0;0;14759;0;0;99.999996470218;17.000001000105;0.080000996589661;0;1745708854;0;0;
fixot-brendan-MS-7C02;6283;7015;0.0099989995360374;559249;0.024999998509884;0;0.026564000174403;0;1745708858;0;0;532685;0;0;99.99999599958;5.000000200021;0.0099989995360374;0;1745708858;0;0;
fixot-brendan-MS-7C02;6283;6999;0.034995999187231;478542;0.03999999538064;12.5;0.043942999094725;0;1745708858;0;0;434599;0;0;87.5;8;0.034995999187231;0;1745708858;0;0;
fixot-brendan-MS-7C02;6283;6840;0.030001999810338;466714;0.03999999910593;0;0.046569999307394;0;1745708857;0;0;420144;0;0;99.999989998951;8.000000800084;0.030001999810338;0;1745708857;0;0;
fixot-brendan-MS-7C02;6283;6613;0.025022000074387;843399;0.029999999329448;0;0.035119000822306;0;1745708855;0;0;808280;0;0;99.999993332634;6.000000400042;0.025022000074387;0;1745708855;0;0;
fixot-brendan-MS-7C02;6283;6374;0.074992001056671;768230;0.079999983310699;0;0.08831299841404;0;1745708853;0;0;679917;0;0;100.00001250131;15.999998399832;0.074992001056671;0;1745708853;0;0;
fixot-brendan-MS-7C02;6283;6470;0.075011998414993;597721;0.07999999076128;0;0.080871999263763;0;1745708854;0;0;516849;0;0;100;16;0.075011998414993;0;1745708854;0;0;
