loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
129;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1524;;Innermost;3.6740472316742;0.087993256747723;0.00499999942258;0.0063934419304132;0.035000000149012;7.097562789917;0.0042944876477122;3.6740472316742;0.087993256747723;0.00499999942258;0.0063934419304132;0.035000000149012;7.097562789917;0.0042944876477122;61;;
128;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1524;;Innermost;2.1667459011078;0.051893465220928;0.00499999942258;0.0076666660606861;0.064999997615814;7.756908416748;0.010964938439429;2.1667459011078;0.051893465220928;0.00499999942258;0.0076666660606861;0.064999997615814;7.756908416748;0.010964938439429;30;;
150;MainEnsemble;void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Val_less_iter);1830;;Single;1.5544046163559;0.037227917462587;0.0048483996652067;0.0058874422684312;0.01999999769032;7.2933959960938;0.0030609329696745;1.5544046163559;0.037227917462587;0.0048483996652067;0.0058874422684312;0.01999999769032;7.2933959960938;0.0030609329696745;28;;
148;MainEnsemble;__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter);1824;;Outermost;1.9312300682068;0.046252869069576;0.00499999942258;0.0091666663065553;0.064999997615814;8.0579519271851;0.014063929207623;1.2717856168747;0.030459208413959;0.00499999942258;0.0074999993667006;0.049999993294477;8.2021474838257;0.010606599971652;18;;
149;MainEnsemble;__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter);1824;;Innermost;0.65944439172745;0.015793662518263;0;0.0026923073455691;0.014999997802079;8.1701898574829;0.003530089976266;0.65944439172745;0.015793662518263;0.00499999942258;0.005833332426846;0.014999997802079;9.486102104187;0.0028867509681731;12;;
126;MainEnsemble;DecisionTreeSingle::predict(double const*, int) const;1517;;Single;0.42392861843109;0.010153071023524;0.044999998062849;0.044999998062849;0.044999998062849;0;0;0.42392861843109;0.010153071023524;0.044999998062849;0.044999998062849;0.044999998062849;0;0;1;;
114;MainEnsemble;DecisionTreeSingle::splitNode(DecisionTreeSingle::Tree*, std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, int);1511;;Single;0.42392855882645;0.010153069160879;0.00499999942258;0.00499999942258;0.00499999942258;4.3176012039185;0;0.42392855882645;0.010153069160879;0.00499999942258;0.00499999942258;0.00499999942258;4.3176012039185;0;9;;
127;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1524;;Innermost;0.32972219586372;0.0078968312591314;0;0.0043749995529652;0.00499999942258;4.1822929382324;0.0017677667783573;0.32972219586372;0.0078968312591314;0.0049999989569187;0.00499999942258;0.00499999942258;3.734534740448;1.9010543139686e-10;7;;
145;MainEnsemble;std::pair<double, int>* std::__relocate_a_1<std::pair<double, int>*, std::pair<double, int>*, std::allocator<std::pair<double, int> > >(std::pair<double, int>*, std::pair<double, int>*, std::pair<double, int>*, std::allocator<std::pair<double, int> >&);1820;;Single;0.23551586270332;0.0056405938230455;0.00499999942258;0.00499999942258;0.0049999998882413;1.6466293334961;3.2927224835611e-10;0.23551586270332;0.0056405938230455;0.00499999942258;0.00499999942258;0.0049999998882413;1.6466293334961;3.2927224835611e-10;5;;
139;MainEnsemble;void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter);1735;;Single;0.23551586270332;0.0056405938230455;0.00499999942258;0.00499999942258;0.00499999942258;12.191239356995;0;0.23551586270332;0.0056405938230455;0.00499999942258;0.00499999942258;0.00499999942258;12.191239356995;0;5;;
167;MainEnsemble;Math::calculateMeanWithIndices(std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&);2132;;Single;0.14130951464176;0.0033843563869596;0.00499999942258;0.00499999942258;0.00499999942258;0.63649755716324;0;0.14130951464176;0.0033843563869596;0.00499999942258;0.00499999942258;0.00499999942258;0.63649755716324;0;3;;
142;MainEnsemble;void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter);1784;;Single;0.094206340610981;0.0022562376689166;0.00499999942258;0.00499999942258;0.00499999942258;1.8366402387619;0;0.094206340610981;0.0022562376689166;0.00499999942258;0.00499999942258;0.00499999942258;1.8366402387619;0;2;;
130;MainEnsemble;DecisionTreeSingle::findBestSplitOMP(std::vector<double, std::allocator<double> > const&, int, std::vector<double, std::allocator<double> > const&, std::vector<int, std::allocator<int> > const&, double) [clone ._omp_fn.0];1524;;Outermost;6.2176184654236;0.14891166985035;0.01999999769032;0.01999999769032;0.01999999769032;0;0;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
172;MainEnsemble;Math::calculateMSE(std::vector<double, std::allocator<double> > const&);2137;;Single;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
141;MainEnsemble;void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__normal_iterator<std::pair<double, int>*, std::vector<std::pair<double, int>, std::allocator<std::pair<double, int> > > >, __gnu_cxx::__ops::_Iter_less_iter);1783;;Single;0.04710317030549;0.0011281188344583;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;0.04710317030549;0.0011281188344583;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
138;MainEnsemble;void std::iota<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int);1581;;Single;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
68;MainEnsemble;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, double> >*, std::_Rb_tree_node_base*, int const&);802;;Single;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;0.04710317030549;0.0011281188344583;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
